83,0,83
83,1,83
83,2,83
83,3,83
83,4,83
83,5,83
83,6,6
83,7,7
83,8,8
83,9,83
83,10,83
83,11,83
83,12,83
83,13,83
83,14,83
83,15,83
83,16,83
83,17,83
83,18,83
83,19,19
83,20,83
83,21,83
83,22,22
83,23,23
83,24,83
83,25,25
83,26,83
83,27,27
83,28,83
83,29,83
83,30,30
83,31,31
83,32,83
83,33,83
83,34,83
83,35,83
83,36,83
83,37,83
83,38,83
83,39,83
83,40,83
83,41,83
83,42,83
83,43,43
83,44,83
83,45,83
83,46,83
83,47,47
83,48,83
83,49,83
83,50,83
83,51,83
83,52,83
83,53,83
83,54,54
83,55,55
83,56,56
83,57,57
83,58,58
83,59,83
83,60,83
83,61,83
83,62,62
83,63,83
83,64,64
83,65,65
83,66,66
83,67,83
83,68,68
83,69,69
83,70,70
83,71,71
83,72,83
83,73,83
83,74,83
83,75,83
83,76,83
83,77,83
83,78,83
83,79,79
83,80,83
83,81,83
83,82,83
83,84,84
83,85,83
83,86,83
83,87,87
83,88,83
83,89,83
83,90,83
83,91,83
83,92,92
83,93,83
83,94,83
83,95,83
83,96,83
83,97,83
83,98,83
83,99,83
83,100,100
83,101,101
83,102,102
83,103,83
83,104,83
83,105,83
83,106,83
83,107,83
83,108,108
83,109,109
83,110,83
83,111,83
83,112,83
83,113,83
83,114,83
83,115,83
83,116,83
83,117,83
83,118,83
83,119,83
83,120,120
83,121,83
83,122,83
83,123,123
83,124,124
83,125,83
83,126,83
83,127,83
83,128,83
83,129,83
83,130,130
83,131,131
83,132,132
83,133,133
83,134,134
83,135,135
83,136,83
83,137,137
83,138,138
83,139,83
83,140,83
83,141,83
83,142,83
83,143,83
83,144,83
83,145,83
83,146,146
83,147,83
83,148,83
83,149,83
83,150,83
83,151,83
83,152,83
83,153,153
83,154,154
83,155,155
83,156,83
83,157,157
83,158,158
83,159,83
83,160,83
83,161,83
83,162,162
83,163,163
83,164,164
83,165,165
83,166,83
83,167,83
83,168,83
83,169,83
83,170,83
83,171,171
83,172,83
83,173,83
83,174,83
83,175,83
83,176,176
83,177,83
83,178,83
83,179,83
83,180,83
83,181,83
83,182,83
83,183,183
83,184,83
83,185,83
83,186,83
83,187,83
83,188,83
83,189,83
83,190,83
83,191,83
83,192,192
83,193,83
83,194,83
83,195,83
83,196,83
83,197,83
83,198,83
83,199,83
83,200,200
83,201,83
83,202,83
83,203,83
83,204,204
83,205,83
83,206,83
83,207,83
83,208,208
83,209,83
83,210,83
83,211,211
83,212,83
83,213,213
83,214,83
83,215,83
83,216,83
83,217,83
83,218,83
83,219,83
83,220,83
83,221,83
83,222,83
83,223,83
83,224,224
83,225,83
83,226,83
83,227,83
83,228,83
83,229,83
83,230,83
83,231,83
83,232,83
83,233,233
83,234,83
83,235,83
83,236,83
83,237,83
83,238,83
83,239,83
83,240,83
83,241,83
83,242,83
83,243,83
83,244,83
83,245,83
83,246,83
83,247,247
83,248,248
83,249,83
83,250,83
83,251,83
83,252,83
83,253,83
83,254,83
83,255,83
83,256,83
83,257,83
83,258,258
83,259,83
83,260,260
83,261,83
83,262,262
83,263,263
83,264,83
83,265,83
83,266,83
83,267,83
83,268,83
83,269,269
83,270,270
83,271,271
83,272,83
83,273,273
83,274,274
83,275,275
83,276,83
83,277,83
83,278,83
83,279,279
83,280,83
83,281,83
83,282,83
83,283,83
83,284,83
83,285,83
83,286,83
83,287,287
83,288,83
83,289,83
83,290,83
83,291,83
83,292,83
83,293,83
83,294,83
83,295,83
83,296,83
83,297,83
83,298,83
83,299,83
83,300,300
83,301,83
83,302,83
83,303,83
83,304,83
83,305,83
83,306,306
83,307,83
83,308,83
83,309,83
83,310,83
83,311,83
83,312,312
83,313,313
83,314,83
83,315,315
83,316,316
83,317,83
83,318,83
83,319,83
83,320,83
83,321,83
83,322,83
83,323,83
83,324,83
83,325,83
83,326,326
83,327,327
83,328,83
83,329,83
83,330,83
83,331,83
83,332,83
83,333,333
83,334,83
83,335,83
83,336,336
83,337,83
83,338,338
83,339,339
83,340,340
83,341,341
83,342,83
83,343,83
83,344,83
83,345,83
83,346,83
83,347,83
83,348,348
83,349,349
83,350,83
83,351,83
83,352,83
83,353,83
83,354,354
83,355,83
83,356,83
83,357,83
83,358,83
83,359,359
83,360,83
83,361,361
83,362,83
83,363,83
83,364,83
83,365,83
83,366,83
83,367,367
83,368,83
83,369,83
83,370,83
83,371,83
83,372,83
83,373,83
83,374,83
83,375,83
83,376,83
83,377,83
83,378,83
83,379,83
83,380,380
83,381,83
83,382,83
83,383,83
83,384,83
83,385,83
83,386,83
83,387,83
83,388,83
83,389,83
83,390,83
83,391,83
83,392,83
83,393,393
83,394,83
83,395,83
83,396,83
83,397,397
83,398,83
83,399,83
83,400,83
83,401,83
83,402,83
83,403,83
83,404,83
83,405,405
83,406,83
83,407,83
83,408,408
83,409,409
83,410,83
83,411,83
83,412,83
83,413,413
83,414,83
83,415,83
83,416,83
83,417,417
83,418,418
83,419,419
83,420,420
83,421,421
83,422,422
83,423,423
83,424,424
83,425,425
83,426,426
83,427,427
83,428,428
83,429,429
83,430,430
83,431,431
83,432,83
83,433,83
83,434,83
83,435,83
83,436,83
83,437,437
83,438,83
83,439,83
83,440,83
83,441,83
83,442,83
83,443,443
83,444,83
83,445,83
83,446,83
83,447,83
83,448,83
83,449,83
83,450,83
83,451,83
83,452,452
83,453,83
83,454,454
83,455,83
83,456,83
83,457,83
83,458,83
83,459,83
83,460,83
83,461,83
83,462,83
83,463,83
83,464,464
83,465,83
83,466,466
83,467,83
83,468,83
83,469,83
83,470,83
83,471,471
83,472,83
83,473,83
83,474,83
83,475,475
83,476,476
83,477,477
83,478,83
83,479,83
83,480,480
83,481,83
83,482,83
83,483,83
83,484,83
83,485,83
83,486,486
83,487,83
83,488,83
83,489,489
83,490,490
83,491,83
83,492,83
83,493,493
83,494,494
83,495,495
83,496,83
83,497,497
83,498,498
83,499,83
83,500,83
83,501,83
83,502,502
83,503,83
83,504,83
83,505,83
83,506,83
83,507,507
83,508,83
83,509,83
83,510,83
83,511,83
83,512,512
83,513,83
83,514,83
83,515,515
83,516,83
83,517,517
83,518,83
