100,0,100
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,6
100,7,7
100,8,8
100,9,100
100,10,100
100,11,100
100,12,100
100,13,100
100,14,100
100,15,100
100,16,100
100,17,100
100,18,100
100,19,19
100,20,20
100,21,21
100,22,22
100,23,23
100,24,24
100,25,25
100,26,26
100,27,27
100,28,100
100,29,100
100,30,100
100,31,31
100,32,100
100,33,100
100,34,100
100,35,100
100,36,100
100,37,100
100,38,100
100,39,100
100,40,100
100,41,100
100,42,100
100,43,43
100,44,100
100,45,100
100,46,100
100,47,100
100,48,100
100,49,100
100,50,100
100,51,100
100,52,100
100,53,100
100,54,100
100,55,55
100,56,56
100,57,57
100,58,58
100,59,100
100,60,100
100,61,100
100,62,62
100,63,100
100,64,64
100,65,100
100,66,100
100,67,100
100,68,100
100,69,69
100,70,70
100,71,71
100,72,100
100,73,100
100,74,100
100,75,100
100,76,100
100,77,100
100,78,100
100,79,79
100,80,100
100,81,100
100,82,100
100,83,100
100,84,84
100,85,100
100,86,100
100,87,100
100,88,100
100,89,100
100,90,90
100,91,91
100,92,92
100,93,100
100,94,100
100,95,95
100,96,100
100,97,100
100,98,100
100,99,100
100,101,101
100,102,102
100,103,100
100,104,100
100,105,100
100,106,100
100,107,100
100,108,108
100,109,109
100,110,100
100,111,100
100,112,100
100,113,100
100,114,100
100,115,100
100,116,116
100,117,100
100,118,100
100,119,100
100,120,120
100,121,121
100,122,100
100,123,123
100,124,124
100,125,100
100,126,100
100,127,100
100,128,100
100,129,100
100,130,130
100,131,100
100,132,132
100,133,133
100,134,134
100,135,100
100,136,100
100,137,137
100,138,138
100,139,100
100,140,100
100,141,100
100,142,100
100,143,143
100,144,144
100,145,100
100,146,146
100,147,100
100,148,148
100,149,100
100,150,100
100,151,100
100,152,100
100,153,153
100,154,154
100,155,155
100,156,100
100,157,157
100,158,100
100,159,100
100,160,100
100,161,100
100,162,162
100,163,163
100,164,164
100,165,165
100,166,100
100,167,100
100,168,100
100,169,100
100,170,100
100,171,171
100,172,100
100,173,100
100,174,100
100,175,175
100,176,176
100,177,177
100,178,178
100,179,100
100,180,100
100,181,100
100,182,100
100,183,183
100,184,100
100,185,100
100,186,100
100,187,100
100,188,100
100,189,100
100,190,100
100,191,100
100,192,192
100,193,100
100,194,100
100,195,100
100,196,100
100,197,100
100,198,100
100,199,100
100,200,100
100,201,100
100,202,100
100,203,100
100,204,204
100,205,205
100,206,100
100,207,100
100,208,208
100,209,100
100,210,100
100,211,211
100,212,100
100,213,100
100,214,100
100,215,100
100,216,100
100,217,100
100,218,100
100,219,100
100,220,220
100,221,221
100,222,222
100,223,223
100,224,224
100,225,100
100,226,226
100,227,100
100,228,228
100,229,229
100,230,100
100,231,100
100,232,100
100,233,233
100,234,234
100,235,235
100,236,100
100,237,100
100,238,100
100,239,100
100,240,100
100,241,100
100,242,100
100,243,100
100,244,100
100,245,100
100,246,100
100,247,247
100,248,248
100,249,100
100,250,100
100,251,100
100,252,252
100,253,253
100,254,254
100,255,100
100,256,100
100,257,100
100,258,258
100,259,100
100,260,260
100,261,261
100,262,262
100,263,263
100,264,100
100,265,100
100,266,100
100,267,100
100,268,100
100,269,269
100,270,100
100,271,271
100,272,100
100,273,273
100,274,274
100,275,275
100,276,100
100,277,100
100,278,100
100,279,279
100,280,100
100,281,100
100,282,100
100,283,100
100,284,100
100,285,100
100,286,286
100,287,287
100,288,100
100,289,100
100,290,100
100,291,100
100,292,100
100,293,100
100,294,100
100,295,100
100,296,100
100,297,100
100,298,100
100,299,299
100,300,300
100,301,100
100,302,100
100,303,100
100,304,100
100,305,100
100,306,306
100,307,100
100,308,100
100,309,100
100,310,100
100,311,311
100,312,312
100,313,313
100,314,100
100,315,315
100,316,100
100,317,317
100,318,318
100,319,319
100,320,100
100,321,100
100,322,100
100,323,100
100,324,324
100,325,325
100,326,100
100,327,100
100,328,100
100,329,329
100,330,100
100,331,331
100,332,332
100,333,333
100,334,100
100,335,100
100,336,336
100,337,100
100,338,338
100,339,339
100,340,340
100,341,341
100,342,100
100,343,100
100,344,100
100,345,100
100,346,100
100,347,100
100,348,348
100,349,349
100,350,100
100,351,100
100,352,100
100,353,353
100,354,354
100,355,355
100,356,100
100,357,100
100,358,358
100,359,359
100,360,100
100,361,361
100,362,100
100,363,100
100,364,364
100,365,100
100,366,100
100,367,367
100,368,100
100,369,100
100,370,100
100,371,100
100,372,100
100,373,100
100,374,100
100,375,100
100,376,100
100,377,100
100,378,100
100,379,100
100,380,380
100,381,100
100,382,100
100,383,383
100,384,384
100,385,100
100,386,100
100,387,100
100,388,100
100,389,100
100,390,100
100,391,100
100,392,100
100,393,393
100,394,100
100,395,100
100,396,100
100,397,397
100,398,100
100,399,100
100,400,100
100,401,100
100,402,100
100,403,100
100,404,100
100,405,405
100,406,100
100,407,100
100,408,408
100,409,409
100,410,410
100,411,411
100,412,412
100,413,413
100,414,100
100,415,100
100,416,100
100,417,417
100,418,418
100,419,419
100,420,420
100,421,100
100,422,100
100,423,100
100,424,100
100,425,425
100,426,426
100,427,427
100,428,428
100,429,429
100,430,100
100,431,431
100,432,100
100,433,100
100,434,100
100,435,100
100,436,100
100,437,437
100,438,100
100,439,100
100,440,440
100,441,441
100,442,442
100,443,443
100,444,444
100,445,100
100,446,100
100,447,100
100,448,100
100,449,100
100,450,100
100,451,100
100,452,100
100,453,100
100,454,100
100,455,100
100,456,456
100,457,100
100,458,100
100,459,100
100,460,460
100,461,100
100,462,100
100,463,100
100,464,464
100,465,100
100,466,466
100,467,100
100,468,100
100,469,100
100,470,100
100,471,471
100,472,100
100,473,100
100,474,474
100,475,475
100,476,476
100,477,477
100,478,478
100,479,479
100,480,480
100,481,100
100,482,100
100,483,100
100,484,100
100,485,485
100,486,100
100,487,100
100,488,488
100,489,489
100,490,100
100,491,491
100,492,100
100,493,493
100,494,100
100,495,495
100,496,100
100,497,100
100,498,498
100,499,100
100,500,500
100,501,100
100,502,502
100,503,100
100,504,100
100,505,100
100,506,100
100,507,100
100,508,100
100,509,100
100,510,100
100,511,511
100,512,512
100,513,513
100,514,514
100,515,515
100,516,100
100,517,517
100,518,100
100,519,100
100,520,520
100,521,521
100,522,100
100,523,523
100,524,100
100,525,525
100,526,100
100,527,527
100,528,528
100,529,100
100,530,530
100,531,100
100,532,100
100,533,100
100,534,100
100,535,100
100,536,100
100,537,537
100,538,100
100,539,539
100,540,540
100,541,541
100,542,542
100,543,543
100,544,100
100,545,100
100,546,100
100,547,100
100,548,548
100,549,549
100,550,550
100,551,551
100,552,552
100,553,553
100,554,100
100,555,100
100,556,556
100,557,100
100,558,100
100,559,100
100,560,100
100,561,100
100,562,100
100,563,563
100,564,564
100,565,565
100,566,566
100,567,567
100,568,100
100,569,569
100,570,100
100,571,571
100,572,100
100,573,573
100,574,100
100,575,575
100,576,100
100,577,100
100,578,578
100,579,579
100,580,580
100,581,100
100,582,582
100,583,100
100,584,584
100,585,585
100,586,100
100,587,587
100,588,100
100,589,589
100,590,590
100,591,100
100,592,100
100,593,100
100,594,100
100,595,100
100,596,100
100,597,100
100,598,100
100,599,100
100,600,100
100,601,100
100,602,100
100,603,100
100,604,100
100,605,605
100,606,100
100,607,607
100,608,100
100,609,100
100,610,610
100,611,100
100,612,100
100,613,100
100,614,100
100,615,615
100,616,100
100,617,100
100,618,100
100,619,100
100,620,100
100,621,100
100,622,622
100,623,100
100,624,100
100,625,100
100,626,100
100,627,100
100,628,628
100,629,100
100,630,100
100,631,100
100,632,632
100,633,633
100,634,634
100,635,100
100,636,100
100,637,100
100,638,100
100,639,100
100,640,100
100,641,100
100,642,642
100,643,100
100,644,100
100,645,100
100,646,646
100,647,647
100,648,648
100,649,100
100,650,650
100,651,651
100,652,652
100,653,100
100,654,100
100,655,100
100,656,100
100,657,657
100,658,658
100,659,659
100,660,660
100,661,661
100,662,100
100,663,100
100,664,100
100,665,100
100,666,100
100,667,100
100,668,100
100,669,100
100,670,100
